"",COMPANY / EST. NAME,ADDRESS,"POSTAL CODE",,,
"",Old Chang Kee,63,JURONG WEST CENTRAL 3,01-39,JURONG POINT SHOPPING CENTRE,6  4  8  3   3  1
"",Old Chang Kee,3020,UBI AVENUE 2,01-125,-,408896
"",Old Chang Kee,60,Paya Lebar Road,01-47,Paya Lebar Square,409051
"",Old Chang Kee,9,BISHAN PLACE,B1-12,JUNCTION 8 SHOPPING CENTRE,5  7  9   8 37
"",Old Chang Kee,1,Seletar Road,01-18,The Greenwich,807011
"",Old Chang Kee,200,VICTORIA STREET,B1-13,BUGIS JUNCTION,1  8  8  021
"",Old Chang Kee,90,HOUGANG AVENUE 10,01-39,NTUC HOUGANG MALL,5  3  8  7  66
"",Old Chang Kee,200,Holland Avenue,B1-14,HOLLAND VILLAGE MRT STATION,278995
"",Old Chang Kee,535,CLEMENTI ROAD,01-01B,NGEE ANN POLYTECHNIC (BLK 73),5  9  9  4  8  9
"",Old Chang Kee,50,BEACH VIEW,01-K7,SENTOSA,098604
"",Old Chang Kee,3155,Commonwealth Avenue West,B1-K11,The Clementi Mall,129588
"",Old Chang Kee,101,THOMSON ROAD,01-K2,UNITED SQUARE,3  0  7  5 91
"",Old Chang Kee,30,SEMBAWANG DRIVE,B1-44,SUN PLAZA,7  5  7  713
"",Old Chang Kee,1,PASIR RIS CENTRAL STREET 3,01-42,WHITE SAND SHOPPING MALL,518457
"",Old Chang Kee,1,STADIUM PLACE,01-20/K9,KALLANG WAVE,397628
"",OLD CHANG KEE TAKE5,63,JURONG WEST CENTRAL 3,0 1-37/38,JURONG POINT SHOPPING CENTRE,6  4  8  3   3  1
"",Old Town White Coffee,1,Stadium Place,01-18/19,Stadium Kallang Wave,397628
"",Old Town White Coffee,1,JURONG WEST CENTRAL 2,02-38,JURONG POINT,6   4  8  886
"",Old Town White Coffee,65,AIRPORT BOULEVARD,02-91,"CHANGI AIRPORT TERMINAL 3 -DEPARTURE / CHECK IN HALLNORTH",819663
"",Old Town White Coffee,10,SINARAN DRIVE,01-01/02,SQUARE 2,3  0  7  506
"",Old Town White Coffee,333,BOON LAY WAY,2C-01,Safra Jurong,649848
"",Old Town White Coffee,1187,Upper Serangoon Road,01-24,The MidTown,533971
"",Old Town White Coffee,11,Tanjong Katong Road,B1-K26/K27,One KM,437157
"",Old Town White Coffee,2,JURONG EAST CENTRAL 1,01-19,JCUBE,609731
"",Old Town White Coffee,3,TEMASEK BOULEVARD,-,"01-429, #01-430, #01-432, SUNTECCITY MALL",038983
"",Old Town White Coffee,180,KITCHENER ROAD,B1-31/32,CITY SQUARE MALL,208539
"",OLDTIMES,678A,WOODLANDS AVENUE 6,02-38,MULTI STOREY CAR PARK,7  3  1  6 78
"",Olive's,3,SHENTON WAY,02-12,SHENTON HOUSE,0  6  8   8 05
"",OLIVYE CAFE.GELATO,5,Changi Village Road,01-2009,-,500005
"",OMOOMO FOOD CONCEPTS,3,TEMASEK BOULEVARD,-,"02-606A, #02-607, #02-607ASUNTEC CITY MALL",038983
"",OMOOMO FOOD CONCEPTS,1,Northpoint Drive,B1-191,-,768019
"",OMOOMODON,1,Vista Exchange Green,02-14/15,The Star Vista,138617
"",OMOOMODON,1,PASIR RIS CLOSE,02-321,E!AVENUE@DOWNTOWN EAST,5  1  9  5  99
"",Orang Ramai,60,Jurong Gateway Road,01-11A,Jurong East Bus Interchange,608548
"",Orang Ramai,60,Gateway Road,01-10C,Jurong East Bus Interchange,608548
"",Orchid Thai@Bowyer,1,HOSPITAL DRIVE,01-01A,"BOWYERS BLK, SINGAPORE EYECENTRE, SGH",169608
"",oriental ice bistro,89,RANGOON ROAD,01-02,-,218375
"",P.Osh,9,YIO CHU KANG ROAD,01-41,KOVAN CENTRE,5  4  5  5 23
"",P.Osh,11,ORCHARD ROAD,B1-40,DHOBY GHAUT MRT STATION,2  3  8  8  26
"",PADANG HOUSE,301,YISHUN AVENUE 2,01-01,"(STALL PART A), YISHUN MRTSTATION",769093
"","Padang Lezat (S13) @ Kopitiam VivoCity",1,HARBOURFRONT WALK,B2-39,VIVO CITY,0  9  8585
"",Padi Emas BBQ (S1) @ Padi Emas,214,JURONG EAST STREET 21,01-441,-,600214
"",Padi Emas BBQ (S2) @ Padi Emas,214,JURONG EAST STREET 21,01-441,-,600214
"","Padi Emas Chicken Rice SeafoodBBQ (S1) @ Padi Emas BedokReservoir",136,BEDOK RESERVOIR ROAD,0 1-1429,-,470136
"",Pagi Sore Indonesian Restaurant,100,TRAS STREET,02-15,100AM Shopping Mall,079027
"",Pagi Sore Indonesian Restaurant,88,TELOK AYER STREET,01-01,-,048470
"",PAPPAMIA,60,AIRPORT BOULEVARD,03-22,CHANGI AIRPORT TERMINAL 1,8  19643
"",PAPPAMIA,8A,MARINA BOULEVARD,B2 -04,Marina Bay Link Mall,018981
"",Papparich,1,MARITIME SQUARE,01-45/46,HARBOURFRONT CENTRE,0  9  9  2  5 3
"",Papparich,3,GATEWAY DRIVE,03-06,WESTGATE MALL,608532
"",Papparich,80,MARINE PARADE ROAD,01-17A,PARKWAY PARADE,4  4  9  2  69
"",Papparich,83,PUNGGOL CENTRAL,B1-17,WATERWAY POINT (East Wing),828761
"",Papparich,11,TANJONG KATONG,01-60-62,ONEKM,437157
"",Papparich,3,TEMASEK BOULEVARD,02-386,SUNTEC CITY MALL,0  3  8  983
"",Papparich,30,STEVENS ROAD,-,THE PINES CLUB,2  5  7  840
"","PASTA & BURGERS (S3)@FUCHUNPRIMARY SCHOOL",23,WOODLANDS AVENUE 1,-,FUCHUN PRIMARY SCHOOL,7  3  9  0  63
"","Pasta (S3) @ Food Canopy(Nanyang Polytechnic)",180,"ANG MO KIO AVENUE 8,NANYANG POLYTECHNIC",02,BLK E LEVEL 2 NORTH CANTEEN,569830
"",PastaMania,20,PASIR PANJANG ROAD,02-13,Mapletree Business City,117439
"",PastaMania,21,JURONG EAST STREET 31,01-01,Jurong East Swimming Complex,609517
"",PastaMania,1,WOODLANDS SQUARE,B1-20,CAUSEWAY POINT,7  3  8  0 99
"",PastaMania,57,ANCHORVALE ROAD,02-02,Sengkang Sports Complex,544964
"",PastaMania,50,Jurong Gateway Road,04-26,JEM,608549
"",PastaMania,750,CHAI CHEE ROAD,01-12,TECHNOPARK @ CHAI CHEE,4  6  9  0  00
"",PastaMania,17,PETIR ROAD,B2-48/49/50,Hillion Mall,628728
"",PastaMania,180,KITCHENER ROAD,02-21/22,City Square Mall,208539
"",PastaMania,9,BISHAN PLACE,01-37,JUNCTION 8 SHOPPING CENTRE,5  7  9   8 37
"",PastaMania,1,MARITIME SQUARE,0  2 -05/06/07,HARBOURFRONT CENTRE,0  9  9  2  5 3
"",PastaMania,1,PASIR RIS CLOSE,02-125,PASIR RIS NTUC RESORT,5  1  9  599
"",PastaMania,1,Joo Koon Circle,01-42/47/48,Fair Price Hub,629117
"",PastaMania,65,AIRPORT BOULEVARD,B2-32,CHANGI AIRPORT TERMINAL 3,8  1  9  663
"",PastaMania,70,STAMFORD ROAD,B1-47,"SINGAPORE MANAGEMENTUNIVERSITY",178901
"",PastaMania,23,Serangoon Central,04-21/22,NEX,556083
"",PastaMania,1,BUKIT BATOK CENTRAL LINK,01-40,WEST MALL,6  5  8  713
"",PastaMania,408,ANG MO KIO AVENUE 10,01-783,-,560408
"",PastaMania,5,STADIUM WALK,01-27,LEISURE PARK,3  9  7  693
"",PastaMania,21,CHOA CHU KANG AVENUE 4,03-02A,Lot 1 Shopping Mall,689812
"",PastaMania,4,TAMPINES CENTRAL 5,04-21/22,TAMPINES MALL,5  2  9  510
"",PastaMania,200,VICTORIA STREET,B1-08,BUGIS JUNCTION,1  8  8  021
"",PastaMania,930,YISHUN AVENUE 2,03-01/02,NORTHPOINT,7  6  9  0 98
"",PASTRY CORNER @ AMC,2,STAMFORD ROAD,-,"FAIRMONT SINGAPORE &SWISSOTEL THE STAMFORD",178882
"",Pastry Counter @ Carousel,25,SCOTTS ROAD,-,SCOTTSWALK,2  2  8  2 20
"",Pattaya Garden Restaurant,140,CHANGI ROAD,-,-,419723
"",Pavilion Banana Leaf,63,JURONG WEST CENTRAL 3,0 3-58/59,-,648331
"","Penang Cuisine (S11) @ KopitiamVivo City",1,HARBOURFRONT WALK,B2-39,VIVO CITY,0  9  8585
"",Penang Culture,1,WOODLANDS SQUARE,0  5-12/13,CAUSEWAY POINT,7  3  8  0 99
"",Penang Culture,23,Serangoon Central,B1-76/77,NEX Shopping Mall,556083
"",Penang Culture,60,"AIRPORT BOULEVARD, CHANGIAIRPORT T2-VIEWING MALL",036-087-01,NORTH 3RD LEVEL,8  1   9  6  4  3
"",Penang Culture,1,Pasir Ris Central Street 3,03-21,White Sands,518457
"",Penang Culture,1,Sengkang Square,03-13,Compass One,545078
"",Penang Story,30,WOODLANDS AVENUE 2,01-38,WOODLANDS MRT STATION,7  3  8   3  43
"",Penang Story,21,CHOA CHU KANG AVENUE 4,B1-K9,LOT ONE SHOPPER'S MALL,689812
"","penyet & bbq (s10) @ food junctionharbour front",1,MARITIME SQUARE,03,HARBOURFRONT CENTRE,0  9  9  2  5 3
"",Penyet & BBQ (S11) @ On the Ridge,1,Lower Kent Ridge Road,05-01,One@Kentridge,119082
"","Penyet & BBQ (S4) @ Food RepublicWisma Atria",435,ORCHARD ROAD,04,WISMA ATRIA,2  3  8  877
"",Penyet King,470,LORONG 6 TOA PAYOH,02-70,HDB HUB (S1) @ Fork and Spoon,310470
"",Penyet King,9,BISHAN PLACE,04-01,"JUNCTION 8 SHOPPING CENTRE,(S3) @ FoodJunction",579837
"",Penyet King,8,GRANGE ROAD,B1-01,"CATHAY CINELEISURE ORCHARD,(S1) @ KOUFU",239695
"",Penyet King,24,RAFFLES PLACE,B1-01,"CLIFFORD CENTRE, (S7) @ FoodFare",048621
"",Penyet King,17,Petir Rd,02-15/20,Hillion Mall,678278
"",Penyet King,1,WOODLANDS SQUARE,07-03,S(06) @ Bagus CAUSEWAY POINT,7  3  8  0  9  9
"",Penyet King,1,SENGKANG SQUARE,04-11,S(21) @ KOPITIAM COMPASS ONE,545078
"",Penyet King,1,HARBOURFRONT WALK,B2-39,"VIVO CITY, (S9) @ Kopitiam",098585
"",Penyet King,60,Paya Lebar Road,B1-51,"Paya Lebar Square, (S5) @ Cantine",409051
"",Penyet King,252,NORTH BRIDGE ROAD,0 3-15-17,"RAFFLES CITY SHOPPING CENTRE,(S19) @ Food Place",179103
"",Penyet King,83,Punggol Central,02-20-21,"Waterway Point, (S8) @ CookHouseWaterway Point",828761
"",Penyet King,5,Changi Business Park Central 1,02-01,S(08) @ Kopitiam Changi City Point,486038
"",Penyet King,12,MARINA BOULEVARD,02-01,Marina Bay Financial Centre Tower 3,018982
"",Penyet King,1,North Point Drive,02-101,Northpoint City,768019
"",Penyet King,10,EUNOS ROAD 8,03-102,"S(7) @ KOPITIAM SINGAPORE POSTCENTRE",408600
"",Penyet Town,1,WOODLANDS ROAD,01-31,TEN MILE JUNCTION,6  7  7  899
"","Peranakan Cuisine (S4) @ FoodfareE Avenue",1,PASIR RIS CLOSE,01-339,PASIR RIS NTUC RESORT,5  1  9  599
"",PETAI,10,BUKIT BATOK CENTRAL,01-10/11,BUKIT BATOK MRT STATION,6  5   9  958
"","Petir Chicken Rice (S3) @ Kampongby Kopitiam",1,JELEBU ROAD,03-08/09,BUKIT PANJANG PLAZA,6  7   7  743
"",Pezzo,21,CHOA CHU KANG AVENUE 4,B1-23,LOT 1,689812
"",Pezzo,304,ORCHARD ROAD,-,LUCKY PLAZA,2  3  8  863
"",Pezzo,30,WOODLANDS AVENUE 2,0  1-12/13,WOODLANDS MRT STATION,7  3  8   3  43
"",Pezzo,200,Victoria Street,B1-K04,BUGIS JUNCTION,188024
"",Pezzo,302,TIONG BAHRU ROAD,B1-K6,TIONG BAHRU PLAZA,1  6  8  7 32
"",Pezzo,1,PASIR RIS CENTRAL STREET 3,01-45,WHITESANDS MALL,518457
"",Pezzo,1,SENGKANG SQUARE,B1-03,COMPASS POINT,5  4  5  0 78
"",Pezzo,9,BISHAN PLACE,B1-K13,JUNCTION 8 SHOPPING CENTRE,5  7  9  8 37
"",Pezzo,53,ANG MO KIO AVENUE 3,B2-38,AMK HUB,5  6  9  933
"",Pezzo,311,New Upper Changi Road,B2-K1,BEDOK MALL,467360
"",Pezzo,83,Punggol Central,B2-K8,PUNGGOL WATERWAY POINT,828761
"",Pezzo,63,JURONG WEST CENTRAL 3,01-30,"CENTRIS, THE",6  4  8 331
"",Pezzo,391,ORCHARD ROAD,B 207-7-1,NGEE ANN CITY TOWER A,2  3  8  8 73
"",Pezzo,604,SEMBAWANG ROAD,B1-K12,SEMBAWANG SHOPPING CENTRE,7  5  8  4  5  9
"",Pezzo,1,HARBOURFRONT WALK,B 2-K15,VIVO CITY,0  9  8585
"",Pezzo,2,ORCHARD TURN,B4-51,ION ORCHARD,2  3  8  8 01
"",Pezzo,1,Stadium Place,02-13,-,397628
"",Pezzo,180,KITCHENER ROAD,B1-K8,CITY SQUARE MALL,208539
"",Pezzo,90,HOUGANG AVENUE 10,01-20A,HOUGANG MALL,5  3  8  7 66
"",Pezzo,60,AIRPORT BOULEVARD,01-16,CHANGI AIRPORT TERMINAL 2,8  1  9  643
"",Pezzo,60,Paya Lebar Road,01-61,PAYA LEBAR SQUARE,409051
"",Pezzo,1,JELEBU ROAD,01-39,BUKIT PANJANG PLAZA,6  7   7  743
"",Pezzo,80,MARINE PARADE ROAD,03-30C,PARKWAY PARADE,4  4  9  2  69
"",Pezzo,10,TAMPINES CENTRAL 1,01-62,TAMPINES ONE,5  2  9  536
"",Pezzo,50,urong Gateway Road,B1-K9,JEM,608549
"",Pezzo,1,NORTHPOINT DRIVE,B2-152,SOUTH WING OF NORTHPOINT CITY,769098
"",Pezzo,1,Vista Exchange Green,B1-37B,THE STAR VISTA,138617
"",Pezzo,23,Serangoon Central,B2-67,NEX,556083
"",Pezzo,11,RIVERVALE CRESCENT,01-04,RIVERVALE MALL,5  4  5  082
"",Pezzo,60,AIRPORT BOULEVARD,-,"CHANGI AIRPORT TERMINAL 2TRANSIT LOUNGE NORTH",819643
"",Pezzo,33,SENGKANG WEST AVE,B2-K5/6,SELETAR MALL,797653
"",Pezzo,3,SIMEI STREET 6,01-04,EASTPOINT MALL,5  2  8  833
"",Phua Grilled Seafood,500,CLEMENCEAU AVENUE NORTH,01-74,Newton Food Center,229495
"",Pines @ Makan Place,535,CLEMENTI ROAD,02-02,NGEE ANN POLYTECHNIC (BLK 51),5  9  9  4  8  9
"",Pines Cafe At The House,535B,CLEMENTI ROAD,-,NGEE ANN ALUMNI CLUB HOUSE,599492
"","PINXIANG CHICKEN RICE (MR4) @FOOD EMPORIUM",10,Airport Boulevard,02-205,Changi Airport Terminal 4 (MEZZANINE),819665
"",PITA BAKERY PTE LTD,29,Bali Lane,-,-,186865
"",PIZZA ARC,236,YISHUN RING ROAD,01-1020,-,760236
"",PIZZA DE FRANCE,756,UPPER SERANGOON ROAD,01-08,"UPPER SERANGOON SHOPPINGCENTRE",534626
"",PIZZA HUT EXPRESS,10,CHOA CHU KANG AVENUE 4,01-23,CHOA CHU KANG MRT STATION,6  8  9  8  10
"",PIZZA HUT EXPRESS,17,PETIR ROAD,"B2-54,55,56",HILLION MALL,678278
"",PIZZA HUT EXPRESS,1,Northpoint Drive,B2-149,NORTHPOINT CITY,768019
"",Pizza Hut Singapore Pte Ltd,1,STADIUM DRIVE,139 PZA,-,397629
"",Pizza Hut Singapore Pte Ltd,1,STADIUM DRIVE,111 P'ZA,-,397629
"",Pizza Hut Singapore Pte Ltd,1,STADIUM DRIVE,426 P'ZA,-,397629
"",Pizza Hut Singapore Pte Ltd,21,GHIM MOH ROAD,01-215,-,270021
"",Pizza Hut Singapore Pte Ltd,460,ALEXANDRA ROAD,0 1-23/24,PSA BUILDING,1   1  9 963
"",Pizza Hut Singapore Pte Ltd,311,NEW UPPER CHANGI ROAD,B2-05/34,BEDOK MALL,467360
"",Pizza Hut Singapore Pte Ltd,68,ORCHARD ROAD,B 2-01/35,PLAZA SINGAPURA,2  3  8  8 39
"",Pizza Hut Singapore Pte Ltd,6,RAFFLES BOULEVARD,03-211,MARINA SQUARE,0  3  9  5 94
"",Pizza Hut Singapore Pte Ltd,190,LORONG 6 TOA PAYOH,02-516A,-,310190
"",Pizza Hut Singapore Pte Ltd,139,TAMPINES STREET 11,01-66,-,521139
"",Pizza Hut Singapore Pte Ltd,715,ANG MO KIO AVENUE 6,01-4000,-,560715
"",Pizza Hut Singapore Pte Ltd,1,WOODLANDS SQUARE,B1-25,CAUSEWAY POINT,7  3  8  0 99
"",Pizza Hut Singapore Pte Ltd,66,JALAN MALU-MALU,-,SEMBAWANG SPRINGS ESTATE,7  6  9  6  8 1
"",Pizza Hut Singapore Pte Ltd,529,ANG MO KIO AVENUE 10,-,CHENG SAN CENTRE,5  6  0   5 29
"",Pizza Hut Singapore Pte Ltd,539,BEDOK NORTH STREET 3,01-581,-,460539
"",Pizza Hut Singapore Pte Ltd,66,KALLANG BAHRU,01-473,-,330066
"",Pizza Hut Singapore Pte Ltd,301,UPPER THOMSON ROAD,0  2-24/26,THOMSON PLAZA,5  7  4  4 08
"",Pizza Hut Singapore Pte Ltd,353,BEACH ROAD,-,-,199572
"",Pizza Hut Singapore Pte Ltd,85,LORONG 4 TOA PAYOH,01-360,-,310085
"",Pizza Hut Singapore Pte Ltd,165,UPPER PAYA LEBAR ROAD,-,-,534858
"",Pizza Hut Singapore Pte Ltd,701A,YISHUN AVENUE 5,01-06,-,761701
"",Pizza Hut Singapore Pte Ltd,524A,JELAPANG ROAD,01-04,GREENRIDGE SHOPPING CENTRE,6  7  1  5  2 4
"",Pizza Hut Singapore Pte Ltd,557,BUKIT TIMAH ROAD,01-17/18,CROWN CENTRE,2  6  9  6  94
"",Pizza Hut Singapore Pte Ltd,21,CHOA CHU KANG AVENUE 4,02-20,-,689812
"",Pizza Hut Singapore Pte Ltd,168,PUNGGOL FIELD,B1-04,PUNGGOL PLAZA,8  2  0  1 68
"",Pizza Hut Singapore Pte Ltd,1,JELEBU ROAD,02-14/15,BUKIT PANJANG PLAZA,6  7   7  743
"",Pizza Hut Singapore Pte Ltd,802,BUKIT BATOK WEST AVENUE 5,01-10,BUKIT GOMBAK MRT STATION,6  5  9  0 83
"",Pizza Hut Singapore Pte Ltd,31,BEACH VIEW,"01-01#B45-46",-,098008
"",Pizza Hut Singapore Pte Ltd,2,JURONG EAST STREET 21,01-41,IMM BUILDING,6  0  9 601
"",Pizza Hut Singapore Pte Ltd,1,SENGKANG SQUARE,B1-15,COMPASS ONE,545078
"",Pizza Hut Singapore Pte Ltd,51,TAMPINES AVE 4,01-14,OUR TAMPINES HUB,529684
"",Pizza Hut Singapore Pte Ltd,33,SENGKANG WEST AVENUE,01-09/14,THE SELETAR MALL,797653
"",Pizza Hut Singapore Pte Ltd,200,HOLLAND AVENUE,B1-07,-,278995
"",Pizza Hut Singapore Pte Ltd,29,KRETA AYER ROAD,-,-,088996
"",Pizza Hut Singapore Pte Ltd,11,TAMPINES STREET 32,01-15,-,529287
"",Pizza Hut Singapore Pte Ltd,251,TANJONG KATONG ROAD,-,BENG TONG MANSION,4  3  7  0  39
"",Pizza Hut Singapore Pte Ltd,90,HOUGANG AVENUE 10,02-25,HOUGANG MALL,5  3  8  7 66
"",Pizza Hut Singapore Pte Ltd,306,WOODLANDS STREET 31,01-17,-,730306
"",Pizza Hut Singapore Pte Ltd,888,WOODLANDS DRIVE 50,01-729,888 PLAZA,7  3  0 888
"",Pizza Hut Singapore Pte Ltd,21,JURONG EAST STREET 31,02-01,-,609517
"",Pizza Hut Singapore Pte Ltd,23,SIMON ROAD,-,-,545909
"",Pizza Hut Singapore Pte Ltd,1,JALAN ANAK BUKIT,01-16A,BUKIT TIMAH PLAZA,5   8  8 996
"",Pizza Hut Singapore Pte Ltd,30,SEMBAWANG DRIVE,02-15,SUN PLAZA,7  5  7  713
"",Pizza Hut Singapore Pte Ltd,1,CHOA CHU KANG STREET 53,03-02,CHOA CHU KANG STADIUM,6  8  9  2  36
"",Pizza Hut Singapore Pte Ltd,1,PASIR RIS CLOSE,01-342,E!HUB@DOWNTOWN EAST,5  1 9599
"",Pizza Hut Singapore Pte Ltd,1,STADIUM DRIVE,617 P'ZA,-,397629
"",Pizza Hut Singapore Pte Ltd,1,STADIUM DRIVE,642 P'ZA,-,397629
"",Pizza Hut Singapore Pte Ltd,3,ENG KONG TERRACE,-,ENG KONG PARK,5  9  8  9 75
"",Pizza Hut Singapore Pte Ltd,180,KITCHENER ROAD,01-19/21,CITY SQUARE MALL,208539
"",Pizza Hut Singapore Pte Ltd,10,BOON LAY PLACE,01-02,BOON LAY COMMUNITY CENTRE,6  4  9  8   82
"",Pizza Hut Singapore Pte Ltd,166,BUKIT BATOK WEST AVENUE 8,01-262,-,650166
"",Pizza Hut Singapore Pte Ltd,3,YUAN CHING ROAD,01-03,-,618642
"",Pizza Hut Singapore Pte Ltd,225,JALAN KAYU,-,-,799449
"",Pizza Hut Singapore Pte Ltd,1,JURONG WEST CENTRAL 2,01-33,JURONG POINT,6   4  8  886
"",Pizza Hut Singapore Pte Ltd,9,SENTUL CRESCENT,02-01,-,828654
"",Pizza Hut Singapore Pte Ltd,21,LOWER KENT RIDGE ROAD,-,NUS - THE DECK (LEVEL 2),119077
"",Pizza Hut Singapore Pte Ltd,112,EAST COAST ROAD,B1-16,I12 KATONG,428802
"",Pizza Hut Singapore Pte Ltd,2,JURONG HILL,-,JURONG BIRD PARK,6  2  8  9 25
"",Pizza Hut Singapore Pte Ltd,11,TANJONG KATONG ROAD,B1-01/K1,ONE KM,437157
"",Pizza Hut Singapore Pte Ltd,184A,CHOA CHU KANG AVENUE 1,-,COMFORT GARDEN,6  8  9  4  63
"",Pizza Hut Singapore Pte Ltd,51,"CHANGI BUSINESS PARKCENTRAL 2",01-15,"SIGNATURE, THE",4  8  6  066
"",Pizza Hut Singapore Pte Ltd,76,NANYANG DRIVE,"N   2,-1-01-04","NORTH SPINE, NTU",637331
"",Pizza Hut Singapore Pte Ltd,1,BUKIT BATOK CENTRAL LINK,01-26,WEST MALL,6  5  8  713
"",Pizza Hut Singapore Pte Ltd,3,Gateway Drive,04-04/05,Westgate,608532
"",Pizza Hut Singapore Pte Ltd,1,MARITIME SQUARE,01-69,HARBOURFRONT CENTRE,0  9  9  2  5 3
"",Pizza Hut Singapore Pte Ltd,23,SERANGOON CENTRAL,03-11/12/13,NEX,556083
"",Pizza Hut Singapore Pte Ltd,10,JALAN UBI,-,KAMPONG UBI COMMUNITY CENTRE,4  0  9  0  7 5
"",Pizza Hut Singapore Pte Ltd,162,BUKIT MERAH CENTRAL,01-3555,-,150162
"",Pizza Hut Singapore Pte Ltd,21,HOUGANG STREET 51,01-01B,HOUGANG GREEN SHOPPING MALL,5  3  8  7   1 9
"",Pizza Hut Singapore Pte Ltd,501,WEST COAST DRIVE,01-264,-,120501
"",Pizza Hut Singapore Pte Ltd,3,SIMEI STREET 6,02-03,EASTPOINT MALL,5  2  8  833
"",Pizza Hut Singapore Pte Ltd,120,MAXWELL ROAD,B1-36,TANJONG PAGAR MRT STATION,0  6  9  1  19
"",Pizza Hut Singapore Pte Ltd,2,COLLEGE AVENUE WEST,01-04,"STEPHEN RIADY CENTRE,UNIVERSITY TOWN, NUS",138607
"",Pizza Hut Singapore Pte Ltd,2,HAVELOCK ROAD,B1-12,HAVELOCK2,059763
"",Pizzaboy,116,CHANGI ROAD,01-09,WIS @ Changi,419718
"",POKE DOKE,9,RAFFLES BOULEVARD,01-95,MILLENIA WALK,0  3  9  596
"",Polar Cafe,820,THOMSON ROAD,0 1-23/24,"MOUNT ALVERNIA MEDICAL CENTREB",574623
"",Polar Cafe,11,JALAN TAN TOCK SENG,01-04,TAN TOCK SENG HOSPITAL,3  0  8  4 33
"",Polar Cafe,110,Sengkang East Way,01-02,Sengkang General Hospital,544886
"",Polar High Street Cafe,5,RAFFLES PLACE,B1-54,RAFFLES PLACE MRT STATION,0  4  8  6 18
"",Polar Puffs & Cakes Pte Ltd,10,EUNOS ROAD 8,B1-149,SINGAPORE POST CENTRE,4  0  8  6  00
"",Polar Puffs & Cakes Pte Ltd,930,YISHUN AVENUE 2,B1-11,NORTHPOINT CITY (NORTH WING),7  6  9  0  9  8
"",Polar Puffs & Cakes Pte Ltd,604,SEMBAWANG ROAD,B1-K6,SEMBAWANG SHOPPING CENTRE,7  5  8  4  5  9
"",Polar Puffs & Cakes Pte Ltd,53,ANG MO KIO AVENUE 3,B2-08,AMK HUB,5  6  9  933
"",Polar Puffs & Cakes Pte Ltd,21,CHOA CHU KANG AVENUE 4,B1-K20,LOT 1 SHOPPER'S MALL,689812
"",Polar Puffs & Cakes Pte Ltd,10,SINARAN DRIVE,B1-127,SQUARE 2,3  0  7  506
"",Polar Puffs & Cakes Pte Ltd,3155,Commonwealth Ave West,B1-K15,The Clementi Mall,129588
"",Polar Puffs & Cakes Pte Ltd,1,WOODLANDS SQUARE,B 1-K07,CAUSEWAY POINT,7  3  8  0 99
"",Polar Puffs & Cakes Pte Ltd,120,MAXWELL ROAD,B1-05,TANJONG PAGAR MRT STATION,0  6  9  1  19
"",Polar Puffs & Cakes Pte Ltd,1,BUKIT BATOK CENTRAL LINK,01-K7,WEST MALL,6  5  8  713
"",Polar Puffs & Cakes Pte Ltd,302,TIONG BAHRU ROAD,B1-K10,TIONG BAHRU PLAZA,1  6  8  7 32
"",Polar Puffs & Cakes Pte Ltd,90,HOUGANG AVENUE 10,B1-K9,HOUGANG MALL,5  3  8  7 66
"",Polar Puffs & Cakes Pte Ltd,1,TAMPINES WALK,B1-44,Our Tampines Hub,528523
"",Polar Puffs & Cakes Pte Ltd,100,BUKIT TIMAH ROAD,01-34,"KK WOMEN'S AND CHILDREN'SHOSPITAL",229899
"",Polar Puffs & Cakes Pte Ltd,4,TAMPINES CENTRAL 5,B1-K14,TAMPINES MALL,5  2  9  510
"",Polar Puffs & Cakes Pte Ltd,1,KIM SENG PROMENADE,B1-K1,GREAT WORLD CITY,2  3  7  9 94
"",Polar Puffs & Cakes Pte Ltd,437,ORCHARD ROAD,B1-35,ORCHARD MRT STATION,2  3  8  8  78
"",Polar Puffs & Cakes Pte Ltd,9,BISHAN PLACE,B1-K2,JUNCTION 8 SHOPPING CENTRE,5  7  9  8 37
"",Polar Puffs & Cakes Pte Ltd,50,Jurong Gateway,B1-31,JEM,608549
"",Polar Puffs & Cakes Pte Ltd,1,PASIR RIS CENTRAL STREET 3,B1-K01,WHITE SANDS,518457
"",Polar Puffs & Cakes Pte Ltd,23,Serangoon Central,03-K3/K4,NEX Building,556083
"",Polar Puffs & Cakes Pte Ltd,1,JURONG WEST CENTRAL 2,B1-11,JURONG POINT,6   4  8  886
"",Polar Puffs & Cakes Pte Ltd,33,Sengkang West Ave,B2-K3,The Seletar Mall,797653
"",Polar Puffs & Cakes Pte Ltd,200,VICTORIA STREET,B1-K8,BUGIS JUNCTION,1  8  8  021
"",Polar Puffs & Cakes Pte Ltd,83,Punggol Central,01-K4,Waterway Point (East Wing),828761
"",Polar Puffs & Cakes Pte Ltd,11,Tanjong Katong Road,B1-29,One KM,437157
"",Polar Puffs & Cakes Pte Ltd,311,New Upper Changi Road,B2-K5,Bedok Mall,467360
"","Pondok Gurame IndonesianRestaurant",2,NETHERAVON ROAD,S04-03,Civil Service Club,508503
"",PONDOK JAWA TIMUR,737,NORTH BRIDGE ROAD,-,-,198705
"",Popeyes Louisiana Kitchen,10,SINARAN DRIVE,01-04,SQUARE 2,3  0  7  506
